Numer elementu / Lokalny numer wezla / Globalny numer wezla / (x,y)
(394, 2, 404, (35.0, -27.5))
(394, 3, 444, (32.5, -25.0))
(394, 4, 445, (35.0, -25.0))
(395, 1, 404, (35.0, -27.5))
(395, 2, 405, (37.5, -27.5))
(395, 3, 445, (35.0, -25.0))
(395, 4, 446, (37.5, -25.0))
(396, 1, 405, (37.5, -27.5))
(396, 2, 406, (40.0, -27.5))
(396, 3, 446, (37.5, -25.0))
(396, 4, 447, (40.0, -25.0))
(397, 1, 406, (40.0, -27.5))
(397, 2, 407, (42.5, -27.5))
(397, 3, 447, (40.0, -25.0))
(397, 4, 448, (42.5, -25.0))
(398, 1, 407, (42.5, -27.5))
(398, 2, 408, (45.0, -27.5))
(398, 3, 448, (42.5, -25.0))
(398, 4, 449, (45.0, -25.0))
(399, 1, 408, (45.0, -27.5))
(399, 2, 409, (47.5, -27.5))
(399, 3, 449, (45.0, -25.0))
(399, 4, 450, (47.5, -25.0))
(400, 1, 409, (47.5, -27.5))
(400, 2, 410, (50.0, -27.5))
(400, 3, 450, (47.5, -25.0))
(400, 4, 451, (50.0, -25.0))
(401, 1, 411, (-50.0, -25.0))
(401, 2, 412, (-47.5, -25.0))
(401, 3, 452, (-50.0, -22.5))
(401, 4, 453, (-47.5, -22.5))
(402, 1, 412, (-47.5, -25.0))
(402, 2, 413, (-45.0, -25.0))
(402, 3, 453, (-47.5, -22.5))
(402, 4, 454, (-45.0, -22.5))
(403, 1, 413, (-45.0, -25.0))
(403, 2, 414, (-42.5, -25.0))
(403, 3, 454, (-45.0, -22.5))
(403, 4, 455, (-42.5, -22.5))
(404, 1, 414, (-42.5, -25.0))
(404, 2, 415, (-40.0, -25.0))
(404, 3, 455, (-42.5, -22.5))
(404, 4, 456, (-40.0, -22.5))
(405, 1, 415, (-40.0, -25.0))
(405, 2, 416, (-37.5, -25.0))
(405, 3, 456, (-40.0, -22.5))
(405, 4, 457, (-37.5, -22.5))
(406, 1, 416, (-37.5, -25.0))
(406, 2, 417, (-35.0, -25.0))
(406, 3, 457, (-37.5, -22.5))
(406, 4, 458, (-35.0, -22.5))
(407, 1, 417, (-35.0, -25.0))
(407, 2, 418, (-32.5, -25.0))
(407, 3, 458, (-35.0, -22.5))
(407, 4, 459, (-32.5, -22.5))
(408, 1, 418, (-32.5, -25.0))
(408, 2, 419, (-30.0, -25.0))
(408, 3, 459, (-32.5, -22.5))
(408, 4, 460, (-30.0, -22.5))
(409, 1, 419, (-30.0, -25.0))
(409, 2, 420, (-27.5, -25.0))
(409, 3, 460, (-30.0, -22.5))
(409, 4, 461, (-27.5, -22.5))
(410, 1, 420, (-27.5, -25.0))
(410, 2, 421, (-25.0, -25.0))
(410, 3, 461, (-27.5, -22.5))
(410, 4, 462, (-25.0, -22.5))
(411, 1, 421, (-25.0, -25.0))
(411, 2, 422, (-22.5, -25.0))
(411, 3, 462, (-25.0, -22.5))
(411, 4, 463, (-22.5, -22.5))
(412, 1, 422, (-22.5, -25.0))
(412, 2, 423, (-20.0, -25.0))
(412, 3, 463, (-22.5, -22.5))
(412, 4, 464, (-20.0, -22.5))
(413, 1, 423, (-20.0, -25.0))
(413, 2, 424, (-17.5, -25.0))
(413, 3, 464, (-20.0, -22.5))
(413, 4, 465, (-17.5, -22.5))
(414, 1, 424, (-17.5, -25.0))
(414, 2, 425, (-15.0, -25.0))
(414, 3, 465, (-17.5, -22.5))
(414, 4, 466, (-15.0, -22.5))
(415, 1, 425, (-15.0, -25.0))
(415, 2, 426, (-12.5, -25.0))
(415, 3, 466, (-15.0, -22.5))
(415, 4, 467, (-12.5, -22.5))
(416, 1, 426, (-12.5, -25.0))
(416, 2, 427, (-10.0, -25.0))
(416, 3, 467, (-12.5, -22.5))
(416, 4, 468, (-10.0, -22.5))
(417, 1, 427, (-10.0, -25.0))
(417, 2, 428, (-7.5, -25.0))
(417, 3, 468, (-10.0, -22.5))
(417, 4, 469, (-7.5, -22.5))
(418, 1, 428, (-7.5, -25.0))
(418, 2, 429, (-5.0, -25.0))
(418, 3, 469, (-7.5, -22.5))
(418, 4, 470, (-5.0, -22.5))
(419, 1, 429, (-5.0, -25.0))
(419, 2, 430, (-2.5, -25.0))
(419, 3, 470, (-5.0, -22.5))
(419, 4, 471, (-2.5, -22.5))
(420, 1, 430, (-2.5, -25.0))
(420, 2, 431, (0.0, -25.0))
(420, 3, 471, (-2.5, -22.5))
(420, 4, 472, (0.0, -22.5))
(421, 1, 431, (0.0, -25.0))
(421, 2, 432, (2.5, -25.0))
(421, 3, 472, (0.0, -22.5))
(421, 4, 473, (2.5, -22.5))
(422, 1, 432, (2.5, -25.0))
(422, 2, 433, (5.0, -25.0))
(422, 3, 473, (2.5, -22.5))
(422, 4, 474, (5.0, -22.5))
(423, 1, 433, (5.0, -25.0))
(423, 2, 434, (7.5, -25.0))
(423, 3, 474, (5.0, -22.5))
(423, 4, 475, (7.5, -22.5))
(424, 1, 434, (7.5, -25.0))
(424, 2, 435, (10.0, -25.0))
(424, 3, 475, (7.5, -22.5))
(424, 4, 476, (10.0, -22.5))
(425, 1, 435, (10.0, -25.0))
(425, 2, 436, (12.5, -25.0))
(425, 3, 476, (10.0, -22.5))
(425, 4, 477, (12.5, -22.5))
(426, 1, 436, (12.5, -25.0))
(426, 2, 437, (15.0, -25.0))
(426, 3, 477, (12.5, -22.5))
(426, 4, 478, (15.0, -22.5))
(427, 1, 437, (15.0, -25.0))
(427, 2, 438, (17.5, -25.0))
(427, 3, 478, (15.0, -22.5))
(427, 4, 479, (17.5, -22.5))
(428, 1, 438, (17.5, -25.0))
(428, 2, 439, (20.0, -25.0))
(428, 3, 479, (17.5, -22.5))
(428, 4, 480, (20.0, -22.5))
(429, 1, 439, (20.0, -25.0))
(429, 2, 440, (22.5, -25.0))
(429, 3, 480, (20.0, -22.5))
(429, 4, 481, (22.5, -22.5))
(430, 1, 440, (22.5, -25.0))
(430, 2, 441, (25.0, -25.0))
(430, 3, 481, (22.5, -22.5))
(430, 4, 482, (25.0, -22.5))
(431, 1, 441, (25.0, -25.0))
(431, 2, 442, (27.5, -25.0))
(431, 3, 482, (25.0, -22.5))
(431, 4, 483, (27.5, -22.5))
(432, 1, 442, (27.5, -25.0))
(432, 2, 443, (30.0, -25.0))
(432, 3, 483, (27.5, -22.5))
(432, 4, 484, (30.0, -22.5))
(433, 1, 443, (30.0, -25.0))
(433, 2, 444, (32.5, -25.0))
(433, 3, 484, (30.0, -22.5))
(433, 4, 485, (32.5, -22.5))
(434, 1, 444, (32.5, -25.0))
(434, 2, 445, (35.0, -25.0))
(434, 3, 485, (32.5, -22.5))
(434, 4, 486, (35.0, -22.5))
(435, 1, 445, (35.0, -25.0))
(435, 2, 446, (37.5, -25.0))
(435, 3, 486, (35.0, -22.5))
(435, 4, 487, (37.5, -22.5))
(436, 1, 446, (37.5, -25.0))
(436, 2, 447, (40.0, -25.0))
(436, 3, 487, (37.5, -22.5))
(436, 4, 488, (40.0, -22.5))
(437, 1, 447, (40.0, -25.0))
(437, 2, 448, (42.5, -25.0))
(437, 3, 488, (40.0, -22.5))
(437, 4, 489, (42.5, -22.5))
(438, 1, 448, (42.5, -25.0))
(438, 2, 449, (45.0, -25.0))
(438, 3, 489, (42.5, -22.5))
(438, 4, 490, (45.0, -22.5))
(439, 1, 449, (45.0, -25.0))
(439, 2, 450, (47.5, -25.0))
(439, 3, 490, (45.0, -22.5))
(439, 4, 491, (47.5, -22.5))
(440, 1, 450, (47.5, -25.0))
(440, 2, 451, (50.0, -25.0))
(440, 3, 491, (47.5, -22.5))
(440, 4, 492, (50.0, -22.5))
(441, 1, 452, (-50.0, -22.5))
(441, 2, 453, (-47.5, -22.5))
(441, 3, 493, (-50.0, -20.0))
(441, 4, 494, (-47.5, -20.0))
(442, 1, 453, (-47.5, -22.5))
(442, 2, 454, (-45.0, -22.5))
(442, 3, 494, (-47.5, -20.0))
(442, 4, 495, (-45.0, -20.0))
(443, 1, 454, (-45.0, -22.5))
(443, 2, 455, (-42.5, -22.5))
(443, 3, 495, (-45.0, -20.0))
(443, 4, 496, (-42.5, -20.0))
(444, 1, 455, (-42.5, -22.5))
(444, 2, 456, (-40.0, -22.5))
(444, 3, 496, (-42.5, -20.0))
(444, 4, 497, (-40.0, -20.0))
(445, 1, 456, (-40.0, -22.5))
(445, 2, 457, (-37.5, -22.5))
(445, 3, 497, (-40.0, -20.0))
(445, 4, 498, (-37.5, -20.0))
(446, 1, 457, (-37.5, -22.5))
(446, 2, 458, (-35.0, -22.5))
(446, 3, 498, (-37.5, -20.0))
(446, 4, 499, (-35.0, -20.0))
(447, 1, 458, (-35.0, -22.5))
(447, 2, 459, (-32.5, -22.5))
(447, 3, 499, (-35.0, -20.0))
(447, 4, 500, (-32.5, -20.0))
(448, 1, 459, (-32.5, -22.5))
(448, 2, 460, (-30.0, -22.5))
(448, 3, 500, (-32.5, -20.0))
(448, 4, 501, (-30.0, -20.0))
(449, 1, 460, (-30.0, -22.5))
(449, 2, 461, (-27.5, -22.5))
(449, 3, 501, (-30.0, -20.0))
(449, 4, 502, (-27.5, -20.0))
(450, 1, 461, (-27.5, -22.5))
(450, 2, 462, (-25.0, -22.5))
(450, 3, 502, (-27.5, -20.0))
(450, 4, 503, (-25.0, -20.0))
(451, 1, 462, (-25.0, -22.5))
(451, 2, 463, (-22.5, -22.5))
(451, 3, 503, (-25.0, -20.0))
(451, 4, 504, (-22.5, -20.0))
(452, 1, 463, (-22.5, -22.5))
(452, 2, 464, (-20.0, -22.5))
(452, 3, 504, (-22.5, -20.0))
(452, 4, 505, (-20.0, -20.0))
(453, 1, 464, (-20.0, -22.5))
(453, 2, 465, (-17.5, -22.5))
(453, 3, 505, (-20.0, -20.0))
(453, 4, 506, (-17.5, -20.0))
(454, 1, 465, (-17.5, -22.5))
(454, 2, 466, (-15.0, -22.5))
(454, 3, 506, (-17.5, -20.0))
(454, 4, 507, (-15.0, -20.0))
(455, 1, 466, (-15.0, -22.5))
(455, 2, 467, (-12.5, -22.5))
(455, 3, 507, (-15.0, -20.0))
(455, 4, 508, (-12.5, -20.0))
(456, 1, 467, (-12.5, -22.5))
(456, 2, 468, (-10.0, -22.5))
(456, 3, 508, (-12.5, -20.0))
(456, 4, 509, (-10.0, -20.0))
(457, 1, 468, (-10.0, -22.5))
(457, 2, 469, (-7.5, -22.5))
(457, 3, 509, (-10.0, -20.0))
(457, 4, 510, (-7.5, -20.0))
(458, 1, 469, (-7.5, -22.5))
(458, 2, 470, (-5.0, -22.5))
(458, 3, 510, (-7.5, -20.0))
(458, 4, 511, (-5.0, -20.0))
(459, 1, 470, (-5.0, -22.5))
(459, 2, 471, (-2.5, -22.5))
(459, 3, 511, (-5.0, -20.0))
(459, 4, 512, (-2.5, -20.0))
(460, 1, 471, (-2.5, -22.5))
(460, 2, 472, (0.0, -22.5))
(460, 3, 512, (-2.5, -20.0))
(460, 4, 513, (0.0, -20.0))
(461, 1, 472, (0.0, -22.5))
(461, 2, 473, (2.5, -22.5))
(461, 3, 513, (0.0, -20.0))
(461, 4, 514, (2.5, -20.0))
(462, 1, 473, (2.5, -22.5))
(462, 2, 474, (5.0, -22.5))
(462, 3, 514, (2.5, -20.0))
(462, 4, 515, (5.0, -20.0))
(463, 1, 474, (5.0, -22.5))
(463, 2, 475, (7.5, -22.5))
(463, 3, 515, (5.0, -20.0))
(463, 4, 516, (7.5, -20.0))
(464, 1, 475, (7.5, -22.5))
(464, 2, 476, (10.0, -22.5))
(464, 3, 516, (7.5, -20.0))
(464, 4, 517, (10.0, -20.0))
(465, 1, 476, (10.0, -22.5))
(465, 2, 477, (12.5, -22.5))
(465, 3, 517, (10.0, -20.0))
(465, 4, 518, (12.5, -20.0))
(466, 1, 477, (12.5, -22.5))
(466, 2, 478, (15.0, -22.5))
(466, 3, 518, (12.5, -20.0))
(466, 4, 519, (15.0, -20.0))
(467, 1, 478, (15.0, -22.5))
(467, 2, 479, (17.5, -22.5))
(467, 3, 519, (15.0, -20.0))
(467, 4, 520, (17.5, -20.0))
(468, 1, 479, (17.5, -22.5))
(468, 2, 480, (20.0, -22.5))
(468, 3, 520, (17.5, -20.0))
(468, 4, 521, (20.0, -20.0))
(469, 1, 480, (20.0, -22.5))
(469, 2, 481, (22.5, -22.5))
(469, 3, 521, (20.0, -20.0))
(469, 4, 522, (22.5, -20.0))
(470, 1, 481, (22.5, -22.5))
(470, 2, 482, (25.0, -22.5))
(470, 3, 522, (22.5, -20.0))
(470, 4, 523, (25.0, -20.0))
(471, 1, 482, (25.0, -22.5))
(471, 2, 483, (27.5, -22.5))
(471, 3, 523, (25.0, -20.0))
(471, 4, 524, (27.5, -20.0))
(472, 1, 483, (27.5, -22.5))
(472, 2, 484, (30.0, -22.5))
(472, 3, 524, (27.5, -20.0))
(472, 4, 525, (30.0, -20.0))
(473, 1, 484, (30.0, -22.5))
(473, 2, 485, (32.5, -22.5))
(473, 3, 525, (30.0, -20.0))
(473, 4, 526, (32.5, -20.0))
(474, 1, 485, (32.5, -22.5))
(474, 2, 486, (35.0, -22.5))
(474, 3, 526, (32.5, -20.0))
(474, 4, 527, (35.0, -20.0))
(475, 1, 486, (35.0, -22.5))
(475, 2, 487, (37.5, -22.5))
(475, 3, 527, (35.0, -20.0))
(475, 4, 528, (37.5, -20.0))
(476, 1, 487, (37.5, -22.5))
(476, 2, 488, (40.0, -22.5))
(476, 3, 528, (37.5, -20.0))
(476, 4, 529, (40.0, -20.0))
(477, 1, 488, (40.0, -22.5))
(477, 2, 489, (42.5, -22.5))
(477, 3, 529, (40.0, -20.0))
(477, 4, 530, (42.5, -20.0))
(478, 1, 489, (42.5, -22.5))
(478, 2, 490, (45.0, -22.5))
(478, 3, 530, (42.5, -20.0))
(478, 4, 531, (45.0, -20.0))
(479, 1, 490, (45.0, -22.5))
(479, 2, 491, (47.5, -22.5))
(479, 3, 531, (45.0, -20.0))
(479, 4, 532, (47.5, -20.0))
(480, 1, 491, (47.5, -22.5))
(480, 2, 492, (50.0, -22.5))
(480, 3, 532, (47.5, -20.0))
(480, 4, 533, (50.0, -20.0))
(481, 1, 493, (-50.0, -20.0))
(481, 2, 494, (-47.5, -20.0))
(481, 3, 534, (-50.0, -17.5))
(481, 4, 535, (-47.5, -17.5))
(482, 1, 494, (-47.5, -20.0))
(482, 2, 495, (-45.0, -20.0))
(482, 3, 535, (-47.5, -17.5))
(482, 4, 536, (-45.0, -17.5))
(483, 1, 495, (-45.0, -20.0))
(483, 2, 496, (-42.5, -20.0))
(483, 3, 536, (-45.0, -17.5))
(483, 4, 537, (-42.5, -17.5))
(484, 1, 496, (-42.5, -20.0))
(484, 2, 497, (-40.0, -20.0))
(484, 3, 537, (-42.5, -17.5))
(484, 4, 538, (-40.0, -17.5))
(485, 1, 497, (-40.0, -20.0))
(485, 2, 498, (-37.5, -20.0))
(485, 3, 538, (-40.0, -17.5))
(485, 4, 539, (-37.5, -17.5))
(486, 1, 498, (-37.5, -20.0))
(486, 2, 499, (-35.0, -20.0))
(486, 3, 539, (-37.5, -17.5))
(486, 4, 540, (-35.0, -17.5))
(487, 1, 499, (-35.0, -20.0))
(487, 2, 500, (-32.5, -20.0))
(487, 3, 540, (-35.0, -17.5))
(487, 4, 541, (-32.5, -17.5))
(488, 1, 500, (-32.5, -20.0))
(488, 2, 501, (-30.0, -20.0))
(488, 3, 541, (-32.5, -17.5))
(488, 4, 542, (-30.0, -17.5))
(489, 1, 501, (-30.0, -20.0))
(489, 2, 502, (-27.5, -20.0))
(489, 3, 542, (-30.0, -17.5))
(489, 4, 543, (-27.5, -17.5))
(490, 1, 502, (-27.5, -20.0))
(490, 2, 503, (-25.0, -20.0))
(490, 3, 543, (-27.5, -17.5))
(490, 4, 544, (-25.0, -17.5))
(491, 1, 503, (-25.0, -20.0))
(491, 2, 504, (-22.5, -20.0))
(491, 3, 544, (-25.0, -17.5))
(491, 4, 545, (-22.5, -17.5))
(492, 1, 504, (-22.5, -20.0))
(492, 2, 505, (-20.0, -20.0))
(492, 3, 545, (-22.5, -17.5))
(492, 4, 546, (-20.0, -17.5))
(493, 1, 505, (-20.0, -20.0))
(493, 2, 506, (-17.5, -20.0))
(493, 3, 546, (-20.0, -17.5))
(493, 4, 547, (-17.5, -17.5))
(494, 1, 506, (-17.5, -20.0))
(494, 2, 507, (-15.0, -20.0))
(494, 3, 547, (-17.5, -17.5))
(494, 4, 548, (-15.0, -17.5))
(495, 1, 507, (-15.0, -20.0))
(495, 2, 508, (-12.5, -20.0))
(495, 3, 548, (-15.0, -17.5))
(495, 4, 549, (-12.5, -17.5))
(496, 1, 508, (-12.5, -20.0))
(496, 2, 509, (-10.0, -20.0))
(496, 3, 549, (-12.5, -17.5))
(496, 4, 550, (-10.0, -17.5))
(497, 1, 509, (-10.0, -20.0))
(497, 2, 510, (-7.5, -20.0))
(497, 3, 550, (-10.0, -17.5))
(497, 4, 551, (-7.5, -17.5))
(498, 1, 510, (-7.5, -20.0))
(498, 2, 511, (-5.0, -20.0))
(498, 3, 551, (-7.5, -17.5))
(498, 4, 552, (-5.0, -17.5))
(499, 1, 511, (-5.0, -20.0))
(499, 2, 512, (-2.5, -20.0))
(499, 3, 552, (-5.0, -17.5))
(499, 4, 553, (-2.5, -17.5))
(500, 1, 512, (-2.5, -20.0))
(500, 2, 513, (0.0, -20.0))
(500, 3, 553, (-2.5, -17.5))
(500, 4, 554, (0.0, -17.5))
(501, 1, 513, (0.0, -20.0))
(501, 2, 514, (2.5, -20.0))
(501, 3, 554, (0.0, -17.5))
(501, 4, 555, (2.5, -17.5))
(502, 1, 514, (2.5, -20.0))
(502, 2, 515, (5.0, -20.0))
(502, 3, 555, (2.5, -17.5))
(502, 4, 556, (5.0, -17.5))
(503, 1, 515, (5.0, -20.0))
(503, 2, 516, (7.5, -20.0))
(503, 3, 556, (5.0, -17.5))
(503, 4, 557, (7.5, -17.5))
(504, 1, 516, (7.5, -20.0))
(504, 2, 517, (10.0, -20.0))
(504, 3, 557, (7.5, -17.5))
(504, 4, 558, (10.0, -17.5))
(505, 1, 517, (10.0, -20.0))
(505, 2, 518, (12.5, -20.0))
(505, 3, 558, (10.0, -17.5))
(505, 4, 559, (12.5, -17.5))
(506, 1, 518, (12.5, -20.0))
(506, 2, 519, (15.0, -20.0))
(506, 3, 559, (12.5, -17.5))
(506, 4, 560, (15.0, -17.5))
(507, 1, 519, (15.0, -20.0))
(507, 2, 520, (17.5, -20.0))
(507, 3, 560, (15.0, -17.5))
(507, 4, 561, (17.5, -17.5))
(508, 1, 520, (17.5, -20.0))
(508, 2, 521, (20.0, -20.0))
(508, 3, 561, (17.5, -17.5))
(508, 4, 562, (20.0, -17.5))
(509, 1, 521, (20.0, -20.0))
(509, 2, 522, (22.5, -20.0))
(509, 3, 562, (20.0, -17.5))
(509, 4, 563, (22.5, -17.5))
(510, 1, 522, (22.5, -20.0))
(510, 2, 523, (25.0, -20.0))
(510, 3, 563, (22.5, -17.5))
(510, 4, 564, (25.0, -17.5))
(511, 1, 523, (25.0, -20.0))
(511, 2, 524, (27.5, -20.0))
(511, 3, 564, (25.0, -17.5))
(511, 4, 565, (27.5, -17.5))
(512, 1, 524, (27.5, -20.0))
(512, 2, 525, (30.0, -20.0))
(512, 3, 565, (27.5, -17.5))
(512, 4, 566, (30.0, -17.5))
(513, 1, 525, (30.0, -20.0))
(513, 2, 526, (32.5, -20.0))
(513, 3, 566, (30.0, -17.5))
(513, 4, 567, (32.5, -17.5))
(514, 1, 526, (32.5, -20.0))
(514, 2, 527, (35.0, -20.0))
(514, 3, 567, (32.5, -17.5))
(514, 4, 568, (35.0, -17.5))
(515, 1, 527, (35.0, -20.0))
(515, 2, 528, (37.5, -20.0))
(515, 3, 568, (35.0, -17.5))
(515, 4, 569, (37.5, -17.5))
(516, 1, 528, (37.5, -20.0))
(516, 2, 529, (40.0, -20.0))
(516, 3, 569, (37.5, -17.5))
(516, 4, 570, (40.0, -17.5))
(517, 1, 529, (40.0, -20.0))
(517, 2, 530, (42.5, -20.0))
(517, 3, 570, (40.0, -17.5))
(517, 4, 571, (42.5, -17.5))
(518, 1, 530, (42.5, -20.0))
(518, 2, 531, (45.0, -20.0))
(518, 3, 571, (42.5, -17.5))
(518, 4, 572, (45.0, -17.5))
(519, 1, 531, (45.0, -20.0))
(519, 2, 532, (47.5, -20.0))
(519, 3, 572, (45.0, -17.5))
(519, 4, 573, (47.5, -17.5))
(520, 1, 532, (47.5, -20.0))
(520, 2, 533, (50.0, -20.0))
(520, 3, 573, (47.5, -17.5))
(520, 4, 574, (50.0, -17.5))
(521, 1, 534, (-50.0, -17.5))
(521, 2, 535, (-47.5, -17.5))
(521, 3, 575, (-50.0, -15.0))
(521, 4, 576, (-47.5, -15.0))
(522, 1, 535, (-47.5, -17.5))
(522, 2, 536, (-45.0, -17.5))
(522, 3, 576, (-47.5, -15.0))
(522, 4, 577, (-45.0, -15.0))
(523, 1, 536, (-45.0, -17.5))
(523, 2, 537, (-42.5, -17.5))
(523, 3, 577, (-45.0, -15.0))
(523, 4, 578, (-42.5, -15.0))
(524, 1, 537, (-42.5, -17.5))
(524, 2, 538, (-40.0, -17.5))
(524, 3, 578, (-42.5, -15.0))
(524, 4, 579, (-40.0, -15.0))
(525, 1, 538, (-40.0, -17.5))
(525, 2, 539, (-37.5, -17.5))
(525, 3, 579, (-40.0, -15.0))
(525, 4, 580, (-37.5, -15.0))
(526, 1, 539, (-37.5, -17.5))
(526, 2, 540, (-35.0, -17.5))
(526, 3, 580, (-37.5, -15.0))
(526, 4, 581, (-35.0, -15.0))
(527, 1, 540, (-35.0, -17.5))
(527, 2, 541, (-32.5, -17.5))
(527, 3, 581, (-35.0, -15.0))
(527, 4, 582, (-32.5, -15.0))
(528, 1, 541, (-32.5, -17.5))
(528, 2, 542, (-30.0, -17.5))
(528, 3, 582, (-32.5, -15.0))
(528, 4, 583, (-30.0, -15.0))
(529, 1, 542, (-30.0, -17.5))
(529, 2, 543, (-27.5, -17.5))
(529, 3, 583, (-30.0, -15.0))
(529, 4, 584, (-27.5, -15.0))
(530, 1, 543, (-27.5, -17.5))
(530, 2, 544, (-25.0, -17.5))
(530, 3, 584, (-27.5, -15.0))
(530, 4, 585, (-25.0, -15.0))
(531, 1, 544, (-25.0, -17.5))
(531, 2, 545, (-22.5, -17.5))
(531, 3, 585, (-25.0, -15.0))
(531, 4, 586, (-22.5, -15.0))
(532, 1, 545, (-22.5, -17.5))
(532, 2, 546, (-20.0, -17.5))
(532, 3, 586, (-22.5, -15.0))
(532, 4, 587, (-20.0, -15.0))
(533, 1, 546, (-20.0, -17.5))
(533, 2, 547, (-17.5, -17.5))
(533, 3, 587, (-20.0, -15.0))
(533, 4, 588, (-17.5, -15.0))
(534, 1, 547, (-17.5, -17.5))
(534, 2, 548, (-15.0, -17.5))
(534, 3, 588, (-17.5, -15.0))
(534, 4, 589, (-15.0, -15.0))
(535, 1, 548, (-15.0, -17.5))
(535, 2, 549, (-12.5, -17.5))
(535, 3, 589, (-15.0, -15.0))
(535, 4, 590, (-12.5, -15.0))
(536, 1, 549, (-12.5, -17.5))
(536, 2, 550, (-10.0, -17.5))
(536, 3, 590, (-12.5, -15.0))
(536, 4, 591, (-10.0, -15.0))
(537, 1, 550, (-10.0, -17.5))
(537, 2, 551, (-7.5, -17.5))
(537, 3, 591, (-10.0, -15.0))
(537, 4, 592, (-7.5, -15.0))
(538, 1, 551, (-7.5, -17.5))
(538, 2, 552, (-5.0, -17.5))
(538, 3, 592, (-7.5, -15.0))
(538, 4, 593, (-5.0, -15.0))
(539, 1, 552, (-5.0, -17.5))
(539, 2, 553, (-2.5, -17.5))
(539, 3, 593, (-5.0, -15.0))
(539, 4, 594, (-2.5, -15.0))
(540, 1, 553, (-2.5, -17.5))
(540, 2, 554, (0.0, -17.5))
(540, 3, 594, (-2.5, -15.0))
(540, 4, 595, (0.0, -15.0))
(541, 1, 554, (0.0, -17.5))
(541, 2, 555, (2.5, -17.5))
(541, 3, 595, (0.0, -15.0))
(541, 4, 596, (2.5, -15.0))
(542, 1, 555, (2.5, -17.5))
(542, 2, 556, (5.0, -17.5))
(542, 3, 596, (2.5, -15.0))
(542, 4, 597, (5.0, -15.0))
(543, 1, 556, (5.0, -17.5))
(543, 2, 557, (7.5, -17.5))
(543, 3, 597, (5.0, -15.0))
(543, 4, 598, (7.5, -15.0))
(544, 1, 557, (7.5, -17.5))
(544, 2, 558, (10.0, -17.5))
(544, 3, 598, (7.5, -15.0))
(544, 4, 599, (10.0, -15.0))
(545, 1, 558, (10.0, -17.5))
(545, 2, 559, (12.5, -17.5))
(545, 3, 599, (10.0, -15.0))
(545, 4, 600, (12.5, -15.0))
(546, 1, 559, (12.5, -17.5))
(546, 2, 560, (15.0, -17.5))
(546, 3, 600, (12.5, -15.0))
(546, 4, 601, (15.0, -15.0))
(547, 1, 560, (15.0, -17.5))
(547, 2, 561, (17.5, -17.5))
(547, 3, 601, (15.0, -15.0))
(547, 4, 602, (17.5, -15.0))
(548, 1, 561, (17.5, -17.5))
(548, 2, 562, (20.0, -17.5))
(548, 3, 602, (17.5, -15.0))
(548, 4, 603, (20.0, -15.0))
(549, 1, 562, (20.0, -17.5))
(549, 2, 563, (22.5, -17.5))
(549, 3, 603, (20.0, -15.0))
(549, 4, 604, (22.5, -15.0))
(550, 1, 563, (22.5, -17.5))
(550, 2, 564, (25.0, -17.5))
(550, 3, 604, (22.5, -15.0))
(550, 4, 605, (25.0, -15.0))
(551, 1, 564, (25.0, -17.5))
(551, 2, 565, (27.5, -17.5))
(551, 3, 605, (25.0, -15.0))
(551, 4, 606, (27.5, -15.0))
(552, 1, 565, (27.5, -17.5))
(552, 2, 566, (30.0, -17.5))
(552, 3, 606, (27.5, -15.0))
(552, 4, 607, (30.0, -15.0))
(553, 1, 566, (30.0, -17.5))
(553, 2, 567, (32.5, -17.5))
(553, 3, 607, (30.0, -15.0))
(553, 4, 608, (32.5, -15.0))
(554, 1, 567, (32.5, -17.5))
(554, 2, 568, (35.0, -17.5))
(554, 3, 608, (32.5, -15.0))
(554, 4, 609, (35.0, -15.0))
(555, 1, 568, (35.0, -17.5))
(555, 2, 569, (37.5, -17.5))
(555, 3, 609, (35.0, -15.0))
(555, 4, 610, (37.5, -15.0))
(556, 1, 569, (37.5, -17.5))
(556, 2, 570, (40.0, -17.5))
(556, 3, 610, (37.5, -15.0))
(556, 4, 611, (40.0, -15.0))
(557, 1, 570, (40.0, -17.5))
(557, 2, 571, (42.5, -17.5))
(557, 3, 611, (40.0, -15.0))
(557, 4, 612, (42.5, -15.0))
(558, 1, 571, (42.5, -17.5))
(558, 2, 572, (45.0, -17.5))
(558, 3, 612, (42.5, -15.0))
(558, 4, 613, (45.0, -15.0))
(559, 1, 572, (45.0, -17.5))
(559, 2, 573, (47.5, -17.5))
(559, 3, 613, (45.0, -15.0))
(559, 4, 614, (47.5, -15.0))
(560, 1, 573, (47.5, -17.5))
(560, 2, 574, (50.0, -17.5))
(560, 3, 614, (47.5, -15.0))
(560, 4, 615, (50.0, -15.0))
(561, 1, 575, (-50.0, -15.0))
(561, 2, 576, (-47.5, -15.0))
(561, 3, 616, (-50.0, -12.5))
(561, 4, 617, (-47.5, -12.5))
(562, 1, 576, (-47.5, -15.0))
(562, 2, 577, (-45.0, -15.0))
(562, 3, 617, (-47.5, -12.5))
(562, 4, 618, (-45.0, -12.5))
(563, 1, 577, (-45.0, -15.0))
(563, 2, 578, (-42.5, -15.0))
(563, 3, 618, (-45.0, -12.5))
(563, 4, 619, (-42.5, -12.5))
(564, 1, 578, (-42.5, -15.0))
(564, 2, 579, (-40.0, -15.0))
